fit_time,predict_time,score_time,score,MAE,MSE,RMSE,feature,cpu
3255.8441162109375,2764.9402618408203,2081.632614135742,1.0,9.339776039875384e-05,1.8340369882546834e-08,0.00013542662176450697,20,2.20
20054425.95481873,115475.41618347168,125190.25802612305,0.3915801458080434,0.1511606700435172,0.0331628686901725,0.1821067508088937,2,7
54966466.426849365,249408.0066680908,210173.8452911377,-1.1105913544678367,0.2816238208856319,0.1150410583490711,0.3391770309868744,3,7
60839156.62765503,327938.5566711426,331362.0090484619,-0.086868666994162,0.1637155878227112,0.0592414639966999,0.2433956942854576,4,7
112191310.64414978,364673.8529205322,429775.2380371094,-0.2876778311037844,0.2070436718619192,0.0701868792313738,0.264928064257779,5,7
197139573.8124848,650701.9996643066,499422.0733642578,0.1230910529763544,0.1536896534610241,0.0477972835091072,0.2186258985324181,6,7
323856038.0935669,736068.0103302002,745111.9422912598,-0.0328933450633512,0.1867866258154661,0.0562994552812241,0.2372750624933521,7,7
391809556.00738525,926671.5049743652,851800.6801605225,-0.0379760284040053,0.1868974470928365,0.0565764948272851,0.2378581401324855,8,7
579099334.4783783,1072377.9201507568,1327578.7830352783,0.1789287215715934,0.1669143351910623,0.0447537646974987,0.2115508560547528,9,7
897707463.5028839,2026438.474655152,2026546.0014343264,0.0015356625308828,0.1701751000857209,0.0544228487732118,0.23328705230512,10,7
213216227.05459595,515682.4588775635,511595.4875946045,-0.13714714383288373,0.18308136436039893,0.061981970431288405,0.2489617850821455,11,7
190746036.29112244,478003.02505493164,411230.80253601074,0.050433880625616156,0.1685858856476786,0.051757575484238184,0.22750291313352053,12,7
147952558.51745605,517580.9860229492,525551.0807037354,-0.1385155321733298,0.19770037316236225,0.06205655656212998,0.24911153438195105,13,7
89200341.46308899,366830.11054992676,233726.02462768555,-0.1821688607228602,0.18711623426432464,0.06443594900404773,0.25384237038770285,14,7

