fit_time,predict_time,score_time,score,MAE,MSE,RMSE,feature,cpu
69455427.40821838,294081.6879272461,292185.78338623047,0.8030514687047434,0.09132609543181815,0.010734985449712619,0.10360977487531096,2,Intel(R) Xeon(R) CPU @ 2.20GHz
158390269.0410614,485645.5326080322,517197.3705291748,0.1997953778452769,0.17212780478956177,0.04361639520299702,0.20884538587911636,3,Intel(R) Xeon(R) CPU @ 2.20GHz
329415856.1229706,976329.3266296387,944853.7826538086,-0.3574623945192119,0.14962103788907738,0.0739905951969227,0.2720121232535835,4,Intel(R) Xeon(R) CPU @ 2.20GHz
487581412.31536865,903041.6011810303,873868.9422607422,0.083310092223571,0.16930120814321642,0.04996560653263108,0.223529878389067,5,Intel(R) Xeon(R) CPU @ 2.20GHz
691334674.1199493,1580597.6390838623,1743177.6523590088,0.029824257331582227,0.14901613955343154,0.05288093499715495,0.2299585506067451,6,Intel(R) Xeon(R) CPU @ 2.20GHz
1233688455.3432465,1448856.8305969238,1492733.7169647217,0.23820630457031777,0.14575932816890838,0.04152274801105565,0.20377131302284834,7,Intel(R) Xeon(R) CPU @ 2.20GHz
1626650832.414627,1998223.5431671143,2600929.4986724854,0.10327671975549446,0.17862447310959745,0.04887729450194273,0.22108209900836098,8,Intel(R) Xeon(R) CPU @ 2.20GHz
2273985232.8300476,2176226.6159057617,3139258.861541748,0.2067001848543274,0.14765707618262652,0.043240037977646056,0.20794239100685089,9,Intel(R) Xeon(R) CPU @ 2.20GHz
3122730269.1936493,2616200.2086639404,2664015.293121338,0.046594323621439115,0.1840290163377457,0.051966856499446115,0.22796240150394564,10,Intel(R) Xeon(R) CPU @ 2.20GHz
