fit_time,predict_time,score_time,score,MAE,MSE,RMSE,feature,cpu
1443146.9440460205,3342862.129211426,3556001.663208008,0.5399783259759177,0.1304413452211141,0.025074195500334278,0.1583483359569474,2,Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz
2298022.2702026367,6725034.952163696,7459681.510925293,0.7157502037158104,0.10373664006213387,0.015493476428214642,0.12447279392788868,3,Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz
4006827.1160125732,12037777.423858643,10774281.978607178,0.269371723925124,0.13684080470920088,0.03982402844656964,0.19955958620564845,4,Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz
6108864.307403564,17555921.79298401,18606111.0496521,0.3242585049391171,0.14453161890411467,0.03683233923877625,0.19191753239028542,5,Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz
8344765.424728394,24783329.486846924,24699939.012527466,0.4605271345018015,0.11981425165678197,0.029404806035115704,0.17147829610512144,6,Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz
13585550.308227539,33840112.20932007,34468823.90975952,0.3163304578143765,0.13872458282253755,0.037264469755155356,0.1930400729256891,7,Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz
16574728.012084961,47667467.11730957,48309433.698654175,0.36251112908175664,0.13141493577403598,0.03474732057484447,0.18640633190652206,8,Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz
21796458.24432373,67213504.3144226,67110218.76335144,0.3941149754295783,0.12846239434845894,0.03302470386647103,0.18172700367989075,9,Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz
32425914.28756714,94950746.05941772,93472691.77436829,0.41904869393745836,0.12894480399438943,0.031665652831010124,0.17794845554544755,10,Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz
